system,dataset,seed,checkpoint_sha256,ids_sha256,dev_locked_spoof_threshold,eer_pct,fpr_pct,fnr_pct,tp,fp,fn,tn,source_json,source_sha256
layer 6,PS eval,2,f1d576b7209442bd4518d336d2dce9335fc35fb30000cfa804d7563ad2a50d33,c6edf028a066b4a3824149b6fd72d061932b58f325b87dbf5251c4e025f70eb6,0.447096586227417,10.175440250497216,3.294827633460319,17.93067114480692,3888183,246448,849498,7233397,results/ssl_layers_v2/layer6/eval_ps/summary.json,dea64ac165155e9c7006d20931ca4e50bca5b6759d8940a6b33fc437dd0982ff
layer 6,PS eval,3,94907e38d0a2c5125e3342382bde61523d4d5b3801527836d81689ded6e115fe,c6edf028a066b4a3824149b6fd72d061932b58f325b87dbf5251c4e025f70eb6,0.48116862773895264,9.908944665080401,3.051226328887831,18.120320891170174,3879198,228227,858483,7251618,results/ssl_layers_v2/layer6/eval_ps/summary.json,dea64ac165155e9c7006d20931ca4e50bca5b6759d8940a6b33fc437dd0982ff
layer 6,HAD,1,78f4a1a6e568034fbf76c2457a348f72640de4957fa0ad722d5a422970f19b4e,ccf1cd91c6c5741d4d1adc476605945d4a05f14bf8d78768c2e40ff559a1a1da,0.5675503611564636,61.66098947879392,84.53162195912303,24.20078684014059,271083,1336931,86550,244644,results/ssl_layers_v2/layer6/eval_had/summary.json,e6dd03888afde3ccc6a5bfdfa5b159b5dbeb9b5e920730b643a1b24d9de40b89
layer 6,HAD,2,f1d576b7209442bd4518d336d2dce9335fc35fb30000cfa804d7563ad2a50d33,ccf1cd91c6c5741d4d1adc476605945d4a05f14bf8d78768c2e40ff559a1a1da,0.447096586227417,51.65962106434429,79.34653747055941,16.86505439934234,297318,1254925,60315,326650,results/ssl_layers_v2/layer6/eval_had/summary.json,e6dd03888afde3ccc6a5bfdfa5b159b5dbeb9b5e920730b643a1b24d9de40b89
layer 6,HAD,3,94907e38d0a2c5125e3342382bde61523d4d5b3801527836d81689ded6e115fe,ccf1cd91c6c5741d4d1adc476605945d4a05f14bf8d78768c2e40ff559a1a1da,0.48116862773895264,56.42429194251706,78.99941513997123,21.47229142724525,280841,1249435,76792,332140,results/ssl_layers_v2/layer6/eval_had/summary.json,e6dd03888afde3ccc6a5bfdfa5b159b5dbeb9b5e920730b643a1b24d9de40b89
layer 6,Llama A,1,78f4a1a6e568034fbf76c2457a348f72640de4957fa0ad722d5a422970f19b4e,640c2819c7e088bd5ce349b5fd3543265b8bc403546425ee0bb777223b8b99fe,0.5675503611564636,40.902385784081396,44.83250941972003,37.2633723530676,10260290,3413940,6094255,4200936,results/llama_a_frame/layer6_summary.json,b33664036c20eea6d81efdb287540782b09db2b44fd906db043a9bbde29d80f9
layer 6,Llama A,2,f1d576b7209442bd4518d336d2dce9335fc35fb30000cfa804d7563ad2a50d33,640c2819c7e088bd5ce349b5fd3543265b8bc403546425ee0bb777223b8b99fe,0.447096586227417,41.40620258995235,45.35283305992113,37.865743131343606,10161775,3453562,6192770,4161314,results/llama_a_frame/layer6_summary.json,b33664036c20eea6d81efdb287540782b09db2b44fd906db043a9bbde29d80f9
layer 6,Llama A,3,94907e38d0a2c5125e3342382bde61523d4d5b3801527836d81689ded6e115fe,640c2819c7e088bd5ce349b5fd3543265b8bc403546425ee0bb777223b8b99fe,0.48116862773895264,42.16976234563501,42.28363009456753,42.064154031799724,9475144,3219846,6879401,4395030,results/llama_a_frame/layer6_summary.json,b33664036c20eea6d81efdb287540782b09db2b44fd906db043a9bbde29d80f9
layer 6,Llama B,1,78f4a1a6e568034fbf76c2457a348f72640de4957fa0ad722d5a422970f19b4e,6ecc09184f85ff5a4ab7f6894e2206ef98f4d897c7da6ddfe48f7afcbce1f35b,0.5675503611564636,41.177375162925735,58.11479231021646,23.66539919695605,8450909,5136011,2619967,3701689,results/llama_b_layers/layer6/summary.json,9836051d162750ef8fdb9e7804aa01ef7c31593dd4ab8c5c57c55c717e128835
layer 6,Llama B,2,f1d576b7209442bd4518d336d2dce9335fc35fb30000cfa804d7563ad2a50d33,6ecc09184f85ff5a4ab7f6894e2206ef98f4d897c7da6ddfe48f7afcbce1f35b,0.447096586227417,41.2442810743199,59.14559217896059,23.29427228703492,8491996,5227110,2578880,3610590,results/llama_b_layers/layer6/summary.json,9836051d162750ef8fdb9e7804aa01ef7c31593dd4ab8c5c57c55c717e128835
layer 6,Llama B,3,94907e38d0a2c5125e3342382bde61523d4d5b3801527836d81689ded6e115fe,6ecc09184f85ff5a4ab7f6894e2206ef98f4d897c7da6ddfe48f7afcbce1f35b,0.48116862773895264,41.31478812176477,56.04253369089243,26.288217842924084,8160540,4952871,2910336,3884829,results/llama_b_layers/layer6/summary.json,9836051d162750ef8fdb9e7804aa01ef7c31593dd4ab8c5c57c55c717e128835
layer 12,PS eval,1,b6b4cb60b6e3e99b948c236ed5695eafaa6a4ce04ea7b4450c3de89327c3dd3e,c6edf028a066b4a3824149b6fd72d061932b58f325b87dbf5251c4e025f70eb6,0.6457584500312805,7.910119240144091,3.6098876380459757,13.543503667722668,4096033,270014,641648,7209831,results/ssl_layers_v2/layer12/eval_ps/summary.json,d1aa852711065864545d5e774658c0ab15b8c0bf99846b501f7b4b7f60f68ab9
layer 12,PS eval,2,855ee7a84752a1ca0b4f1317de3eb61821e037fc93f0a023eb418a935ecccd38,c6edf028a066b4a3824149b6fd72d061932b58f325b87dbf5251c4e025f70eb6,0.43796324729919434,8.191584175444422,3.2788647358334297,14.479299049471672,4051698,245254,685983,7234591,results/ssl_layers_v2/layer12/eval_ps/summary.json,d1aa852711065864545d5e774658c0ab15b8c0bf99846b501f7b4b7f60f68ab9
layer 12,PS eval,3,0f8fc90ca427e26571737142efb46194c21e42f80e872e1ab9bac71d173eaf2c,c6edf028a066b4a3824149b6fd72d061932b58f325b87dbf5251c4e025f70eb6,0.5112369656562805,8.732939184822266,3.5628412086079324,15.319182528329788,4011907,266495,725774,7213350,results/ssl_layers_v2/layer12/eval_ps/summary.json,d1aa852711065864545d5e774658c0ab15b8c0bf99846b501f7b4b7f60f68ab9
layer 12,HAD,1,b6b4cb60b6e3e99b948c236ed5695eafaa6a4ce04ea7b4450c3de89327c3dd3e,ccf1cd91c6c5741d4d1adc476605945d4a05f14bf8d78768c2e40ff559a1a1da,0.6457584500312805,42.307892965112444,59.98077865418965,17.93822158469716,293480,948641,64153,632934,results/ssl_layers_v2/layer12/eval_had/summary.json,a9f024811e189f50a447f4701fa53a27610ea2aea99f5ebb2da26428027d409f
layer 12,HAD,2,855ee7a84752a1ca0b4f1317de3eb61821e037fc93f0a023eb418a935ecccd38,ccf1cd91c6c5741d4d1adc476605945d4a05f14bf8d78768c2e40ff559a1a1da,0.43796324729919434,38.16056645698749,67.81145377234719,5.836150467098953,336761,1072489,20872,509086,results/ssl_layers_v2/layer12/eval_had/summary.json,a9f024811e189f50a447f4701fa53a27610ea2aea99f5ebb2da26428027d409f
layer 12,HAD,3,0f8fc90ca427e26571737142efb46194c21e42f80e872e1ab9bac71d173eaf2c,ccf1cd91c6c5741d4d1adc476605945d4a05f14bf8d78768c2e40ff559a1a1da,0.5112369656562805,35.73747538652703,63.79963011554938,9.322685546356182,324292,1009039,33341,572536,results/ssl_layers_v2/layer12/eval_had/summary.json,a9f024811e189f50a447f4701fa53a27610ea2aea99f5ebb2da26428027d409f
layer 12,Llama A,1,b6b4cb60b6e3e99b948c236ed5695eafaa6a4ce04ea7b4450c3de89327c3dd3e,640c2819c7e088bd5ce349b5fd3543265b8bc403546425ee0bb777223b8b99fe,0.6457584500312805,40.61183938618503,23.651310934019147,55.98881534154573,7197829,1801018,9156716,5813858,results/llama_a_frame/layer12_summary.json,c17b3f25ef9718eadfb7b6689427d8f0f0e8db480488b4a618fcb63000fc8176
layer 12,Llama A,2,855ee7a84752a1ca0b4f1317de3eb61821e037fc93f0a023eb418a935ecccd38,640c2819c7e088bd5ce349b5fd3543265b8bc403546425ee0bb777223b8b99fe,0.43796324729919434,40.9051719041193,25.82945539756655,54.026394497676336,7518774,1966881,8835771,5647995,results/llama_a_frame/layer12_summary.json,c17b3f25ef9718eadfb7b6689427d8f0f0e8db480488b4a618fcb63000fc8176
layer 12,Llama A,3,0f8fc90ca427e26571737142efb46194c21e42f80e872e1ab9bac71d173eaf2c,640c2819c7e088bd5ce349b5fd3543265b8bc403546425ee0bb777223b8b99fe,0.5112369656562805,40.92911104534899,22.930366824095362,56.84637512079975,7057579,1746119,9296966,5868757,results/llama_a_frame/layer12_summary.json,c17b3f25ef9718eadfb7b6689427d8f0f0e8db480488b4a618fcb63000fc8176
layer 12,Llama B,1,b6b4cb60b6e3e99b948c236ed5695eafaa6a4ce04ea7b4450c3de89327c3dd3e,6ecc09184f85ff5a4ab7f6894e2206ef98f4d897c7da6ddfe48f7afcbce1f35b,0.6457584500312805,35.600984010984625,34.8050850334363,36.38974910386495,7042212,3075969,4028664,5761731,results/llama_b_layers/layer12/summary.json,8cb00e6ea0ecabc27f7989be185634d9828b839bd93e96d143441c0bd71ff21c
layer 12,Llama B,2,855ee7a84752a1ca0b4f1317de3eb61821e037fc93f0a023eb418a935ecccd38,6ecc09184f85ff5a4ab7f6894e2206ef98f4d897c7da6ddfe48f7afcbce1f35b,0.43796324729919434,35.77265413990121,37.544078210394105,34.086028964645614,7297254,3318033,3773622,5519667,results/llama_b_layers/layer12/summary.json,8cb00e6ea0ecabc27f7989be185634d9828b839bd93e96d143441c0bd71ff21c
layer 12,Llama B,3,0f8fc90ca427e26571737142efb46194c21e42f80e872e1ab9bac71d173eaf2c,6ecc09184f85ff5a4ab7f6894e2206ef98f4d897c7da6ddfe48f7afcbce1f35b,0.5112369656562805,35.72827625944467,34.584790160335835,36.844437603672915,6991874,3056500,4079002,5781200,results/llama_b_layers/layer12/summary.json,8cb00e6ea0ecabc27f7989be185634d9828b839bd93e96d143441c0bd71ff21c
